\hline
 bin             &  Charge misid.   &   $t\bar{t}$VV   &    X+$\gamma$    &   $t\bar{t}Z$    &       Rare       &   $t\bar{t}H$    &    $t\bar{t}W$    &   Nonprompt lep.   &      Total bkg      &        Data        &      Data/bkg     \\ \hline
\hline
 [190.0-200.0]   &   0.00 +- 0.00   &   0.04 +- 0.01   &   0.14 +- 0.12   &   0.06 +- 0.02   &   0.02 +- 0.01   &   0.09 +- 0.01   &    0.38 +- 0.05   &    0.03 +- 0.03    &     0.76 +- 0.14    &    0.00 +- 0.00    &    0.00 +- 0.00   \\ \hline
 [200.0-210.0]   &   0.00 +- 0.00   &   0.04 +- 0.01   &   0.03 +- 0.02   &   0.05 +- 0.02   &   0.04 +- 0.03   &   0.06 +- 0.01   &    0.24 +- 0.05   &    0.00 +- 0.00    &     0.44 +- 0.07    &    0.00 +- 0.00    &    0.00 +- 0.00   \\ \hline
 [210.0-220.0]   &   0.00 +- 0.00   &   0.03 +- 0.01   &   0.02 +- 0.01   &   0.03 +- 0.01   &   0.08 +- 0.09   &   0.05 +- 0.01   &    0.15 +- 0.04   &    0.11 +- 0.10    &     0.48 +- 0.14    &    0.00 +- 0.00    &    0.00 +- 0.00   \\ \hline
 [220.0-230.0]   &   0.00 +- 0.00   &   0.01 +- 0.00   &   0.01 +- 0.01   &   0.04 +- 0.01   &   0.02 +- 0.01   &   0.04 +- 0.01   &    0.18 +- 0.04   &    0.00 +- 0.00    &     0.30 +- 0.04    &    0.00 +- 0.00    &    0.00 +- 0.00   \\ \hline
 [230.0-240.0]   &   0.00 +- 0.00   &   0.02 +- 0.01   &   0.00 +- 0.00   &   0.04 +- 0.02   &   0.01 +- 0.00   &   0.04 +- 0.01   &    0.23 +- 0.04   &    0.00 +- 0.00    &     0.34 +- 0.04    &    1.00 +- 1.00    &    2.95 +- 2.98   \\ \hline
 [240.0-250.0]   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.00 +- 0.00   &   0.05 +- 0.02   &   0.01 +- 0.00   &   0.03 +- 0.01   &    0.09 +- 0.03   &    0.00 +- 0.00    &     0.18 +- 0.04    &    0.00 +- 0.00    &    0.00 +- 0.00   \\ \hline
 [250.0-260.0]   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.05 +- 0.05   &   0.01 +- 0.00   &    0.12 +- 0.02   &    0.00 +- 0.00    &     0.20 +- 0.06    &    1.00 +- 1.00    &    4.93 +- 5.11   \\ \hline
 [260.0-270.0]   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.00 +- 0.00   &   0.02 +- 0.01   &   0.00 +- 0.00   &   0.02 +- 0.01   &    0.09 +- 0.03   &    0.00 +- 0.00    &     0.14 +- 0.03    &    0.00 +- 0.00    &    0.00 +- 0.00   \\ \hline
 [270.0-280.0]   &   0.00 +- 0.00   &   0.01 +- 0.00   &   0.01 +- 0.01   &   0.00 +- 0.01   &   0.02 +- 0.02   &   0.02 +- 0.01   &    0.07 +- 0.02   &    0.04 +- 0.04    &     0.16 +- 0.06    &    1.00 +- 1.00    &    6.18 +- 6.54   \\ \hline
 [280.0-290.0]   &   0.00 +- 0.00   &   0.01 +- 0.00   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.00 +- 0.00   &   0.02 +- 0.01   &    0.06 +- 0.02   &    0.03 +- 0.04    &     0.13 +- 0.04    &    0.00 +- 0.00    &    0.00 +- 0.00   \\ \hline
 [290.0-300.0]   &   0.00 +- 0.00   &   0.01 +- 0.00   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.00 +- 0.00   &   0.01 +- 0.00   &    0.06 +- 0.02   &    0.00 +- 0.00    &     0.09 +- 0.02    &    0.00 +- 0.00    &    0.00 +- 0.00   \\ \hline
 [300.0-310.0]   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.01   &   0.00 +- 0.00   &   0.01 +- 0.00   &    0.03 +- 0.02   &    0.00 +- 0.00    &     0.04 +- 0.02    &    0.00 +- 0.00    &    0.00 +- 0.00   \\ \hline
 [310.0-320.0]   &   0.00 +- 0.00   &   0.01 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.01 +- 0.00   &    0.02 +- 0.01   &    0.00 +- 0.00    &     0.03 +- 0.01    &    0.00 +- 0.00    &    0.00 +- 0.00   \\ \hline
