\hline
 bin             &  Charge misid.   &   $t\bar{t}$VV   &    X+$\gamma$    &   $t\bar{t}Z$    &       Rare       &   $t\bar{t}H$    &    $t\bar{t}W$    &  Nonprompt lep.   &     Total bkg     &       Data        &     Data/bkg    \\ \hline
\hline
 [190.0-200.0]   &   0.00 +- 0.00   &   0.10 +- 0.02   &   0.02 +- 0.01   &   0.34 +- 0.07   &   0.18 +- 0.14   &   0.42 +- 0.03   &    1.34 +- 0.11   &    0.70 +- 0.36   &    3.11 +- 0.41   &    2.00 +- 1.41   &   0.64 +- 0.46  \\ \hline
 [200.0-210.0]   &   0.00 +- 0.00   &   0.10 +- 0.02   &   0.00 +- 0.14   &   0.18 +- 0.05   &   0.26 +- 0.21   &   0.27 +- 0.02   &    1.02 +- 0.11   &    0.62 +- 0.31   &    2.35 +- 0.41   &    5.00 +- 2.24   &   2.12 +- 1.02  \\ \hline
 [210.0-220.0]   &   0.00 +- 0.00   &   0.06 +- 0.01   &   0.00 +- 0.00   &   0.17 +- 0.07   &   0.20 +- 0.12   &   0.27 +- 0.02   &    0.82 +- 0.10   &    0.32 +- 0.17   &    1.85 +- 0.24   &    3.00 +- 1.73   &   1.62 +- 0.96  \\ \hline
 [220.0-230.0]   &   0.00 +- 0.00   &   0.07 +- 0.02   &   0.02 +- 0.02   &   0.11 +- 0.03   &   0.12 +- 0.08   &   0.15 +- 0.02   &    0.89 +- 0.09   &    0.47 +- 0.23   &    1.83 +- 0.26   &    4.00 +- 2.00   &   2.18 +- 1.14  \\ \hline
 [230.0-240.0]   &   0.00 +- 0.00   &   0.04 +- 0.01   &   0.00 +- 0.00   &   0.11 +- 0.05   &   0.15 +- 0.09   &   0.16 +- 0.02   &    0.75 +- 0.09   &    0.26 +- 0.14   &    1.47 +- 0.20   &    2.00 +- 1.41   &   1.36 +- 0.98  \\ \hline
 [240.0-250.0]   &   0.00 +- 0.00   &   0.05 +- 0.01   &   0.03 +- 0.02   &   0.14 +- 0.03   &   0.13 +- 0.08   &   0.14 +- 0.02   &    0.56 +- 0.08   &    0.16 +- 0.10   &    1.20 +- 0.16   &    1.00 +- 1.00   &   0.83 +- 0.84  \\ \hline
 [250.0-260.0]   &   0.00 +- 0.00   &   0.05 +- 0.01   &   0.02 +- 0.02   &   0.10 +- 0.03   &   0.16 +- 0.11   &   0.10 +- 0.01   &    0.51 +- 0.07   &    0.22 +- 0.13   &    1.16 +- 0.19   &    5.00 +- 2.24   &   4.31 +- 2.05  \\ \hline
 [260.0-270.0]   &   0.00 +- 0.00   &   0.03 +- 0.01   &   0.00 +- 0.00   &   0.05 +- 0.04   &   0.11 +- 0.09   &   0.09 +- 0.01   &    0.37 +- 0.06   &    0.16 +- 0.10   &    0.79 +- 0.15   &    3.00 +- 1.73   &   3.78 +- 2.30  \\ \hline
 [270.0-280.0]   &   0.00 +- 0.00   &   0.01 +- 0.01   &   1.61 +- 1.78   &   0.13 +- 0.03   &   0.14 +- 0.11   &   0.07 +- 0.01   &    0.38 +- 0.06   &    0.08 +- 0.07   &    2.42 +- 1.79   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [280.0-290.0]   &   0.00 +- 0.00   &   0.02 +- 0.01   &   0.00 +- 0.00   &   0.03 +- 0.02   &   0.03 +- 0.07   &   0.07 +- 0.01   &    0.33 +- 0.06   &    0.27 +- 0.21   &    0.74 +- 0.23   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [290.0-300.0]   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.00 +- 0.00   &   0.02 +- 0.03   &   0.35 +- 0.24   &   0.07 +- 0.01   &    0.24 +- 0.06   &    0.09 +- 0.07   &    0.77 +- 0.26   &    1.00 +- 1.00   &   1.30 +- 1.37  \\ \hline
 [300.0-310.0]   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.01 +- 0.01   &   0.03 +- 0.04   &   0.00 +- 0.00   &   0.05 +- 0.01   &    0.22 +- 0.05   &    0.11 +- 0.08   &    0.43 +- 0.10   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [310.0-320.0]   &   0.00 +- 0.00   &   0.01 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.01   &   0.03 +- 0.03   &   0.03 +- 0.01   &    0.19 +- 0.05   &    0.04 +- 0.04   &    0.29 +- 0.07   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [320.0-330.0]   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.01   &   0.19 +- 0.12   &   0.02 +- 0.01   &    0.12 +- 0.04   &    0.00 +- 0.00   &    0.33 +- 0.13   &    2.00 +- 1.41   &   6.08 +- 4.94  \\ \hline
